exp_id,epoch,train_loss,val_loss,train_acc,val_acc
2,8,0.5369015500292449,0.5235668802514989,0.49788,0.7472
2,9,0.5282603392515646,0.5175552945187751,0.49896,0.7509333333333333
2,10,0.5260281866544958,0.5100390400024171,0.50004,0.7568
2,11,0.5228769694600264,0.5054236982731108,0.50128,0.7562666666666666
2,12,0.5172863897612637,0.5026937820809952,0.49684,0.7572
2,13,0.5156358359643566,0.49980164246356235,0.4978,0.7609333333333334
2,14,0.5149759682243132,0.498507392533282,0.50172,0.7606666666666667
2,15,0.5106177774765303,0.4970371111910394,0.49928,0.7626666666666667
2,16,0.5067582682270528,0.49568579945158453,0.50172,0.7628
2,17,0.5083858071995513,0.4943806942473067,0.50092,0.7641333333333333
2,18,0.5053509893777121,0.49328061621239844,0.5056,0.764
2,19,0.508796783931115,0.49353234615731745,0.5002,0.7636
2,20,0.5065230030156768,0.4929045451448319,0.50136,0.7641333333333333
3,1,0.6819781773269068,0.6626711033760233,0.49805714285714286,0.6314666666666666
3,2,0.64139776588358,0.6128618651248039,0.5011142857142857,0.6812
3,3,0.5932951158753696,0.5673005649384032,0.4993142857142857,0.72
3,4,0.5616261359488071,0.5449443836161431,0.5018285714285714,0.7337333333333333
3,5,0.5428729069570737,0.5260669550997146,0.5062571428571429,0.7454666666666667
3,6,0.5314753232642981,0.5141954047882811,0.5055142857142857,0.7534666666666666
3,7,0.5215547586326408,0.5201009468829378,0.4977142857142857,0.7432
3,8,0.5142692325592477,0.500695571747232,0.49457142857142855,0.7601333333333333
3,9,0.5098600012183844,0.4947757824938348,0.5052571428571428,0.7630666666666667
3,10,0.5069761999782304,0.4923007031704517,0.5008,0.7652
3,11,0.5010913183309914,0.487840969131348,0.4974857142857143,0.7666666666666667
3,12,0.4999319856792307,0.4851657249826066,0.5042571428571428,0.7672
3,13,0.49815602186502006,0.48417717636899743,0.5029142857142858,0.7669333333333334
3,14,0.49674882528659847,0.4833272567454805,0.4974,0.7676
3,15,0.494980187885722,0.48131035997512495,0.504,0.7717333333333334
3,16,0.4947503836215959,0.47997595401520426,0.4958,0.7702666666666667
3,17,0.49264532030718416,0.4791585526567824,0.4964571428571429,0.77
3,18,0.4919438239261917,0.4786919518988183,0.49894285714285713,0.7709333333333334
3,19,0.4902815808434809,0.47808238952717885,0.5012857142857143,0.7714666666666666
3,20,0.48984177696639486,0.4778530943900981,0.5021142857142857,0.7714666666666666
4,1,0.6853154068455182,0.664187274841552,0.5018285714285714,0.6193333333333333
4,2,0.6408982450717982,0.6099340760961492,0.5005428571428572,0.6944
4,3,0.5929651973288935,0.5677580141006632,0.49888571428571427,0.7233333333333334
4,4,0.5610983767010395,0.5424622912356194,0.49714285714285716,0.7365333333333334
4,5,0.5429703063677173,0.5326358757120497,0.4992285714285714,0.7392
4,6,0.531040719592811,0.519715545786188,0.4972285714285714,0.7478666666666667
4,7,0.5222662530934788,0.5067753899604717,0.5008,0.7581333333333333
4,8,0.5136233910346162,0.4990699670416244,0.4960857142857143,0.7606666666666667
4,9,0.5079149931832685,0.49387427847436133,0.4984857142857143,0.7622666666666666
4,10,0.5057455872268956,0.49066162756148807,0.49874285714285715,0.7653333333333333
4,11,0.5035113626086516,0.4929676020399053,0.5000285714285714,0.7618666666666667
4,12,0.49815709747278714,0.485343751247893,0.5014571428571428,0.7665333333333333
4,13,0.4975143538096705,0.48289324222727026,0.49902857142857143,0.7684
4,14,0.49366600434185165,0.4807850239124704,0.5074857142857143,0.7696
4,15,0.4923797223914476,0.47944441970358503,0.4982,0.7714666666666666
4,16,0.4920603846228755,0.47953591993514527,0.49917142857142854,0.7717333333333334
4,17,0.4918436374808142,0.47754959616255255,0.5011714285714286,0.7728
4,18,0.4917553287864385,0.4789270913347285,0.4972,0.7713333333333333
4,19,0.4912522936025311,0.476788840395339,0.4949142857142857,0.7733333333333333
4,20,0.48994213838463946,0.47717229774657716,0.4989142857142857,0.7713333333333333
5,1,0.6846734131167096,0.6642742920429149,0.49788571428571426,0.6254666666666666
5,2,0.6407647047334877,0.6120778613902152,0.4987714285714286,0.6829333333333333
5,3,0.5916037253041154,0.5661812836819506,0.5008857142857143,0.7241333333333333
5,4,0.5613618167542889,0.5537203838216498,0.5024857142857143,0.7209333333333333
5,5,0.5419425398274793,0.5267361648539279,0.49988571428571427,0.7445333333333334
5,6,0.5284382893518295,0.5167580651476028,0.5026285714285714,0.7510666666666667
5,7,0.5190011902526702,0.50520409015899,0.5017428571428572,0.7582666666666666
5,8,0.5150700920896513,0.5082840708976096,0.49351428571428574,0.7541333333333333
5,9,0.5097187983597437,0.5062729566655261,0.4974571428571429,0.7541333333333333
5,10,0.5057788193225861,0.4913496089742539,0.4982857142857143,0.7646666666666667
5,11,0.49979494708220745,0.4885211633875015,0.49942857142857144,0.7638666666666667
5,12,0.5008079914386355,0.4849830391559195,0.5037142857142857,0.7674666666666666
5,13,0.4969542473418403,0.4832223383670158,0.5000285714285714,0.7696
5,14,0.4955224854364256,0.4828015137226024,0.5019142857142858,0.7681333333333333
5,15,0.49084479957001736,0.4816467158337857,0.5000285714285714,0.7709333333333334
5,16,0.4925315692557713,0.47893779975302675,0.5022,0.7697333333333334
5,17,0.49154901109513244,0.47773404489172266,0.5018,0.7708
5,18,0.49234980486428714,0.47758844976729536,0.5027142857142857,0.7721333333333333
5,19,0.49162072496287784,0.47792727972598786,0.5012571428571428,0.7724
5,20,0.4893431520767142,0.4774252825594963,0.4949142857142857,0.7728
6,1,0.47961458902962684,0.3428012166251527,0.5002285714285715,0.8482666666666666
6,2,0.3021082063929145,0.2884705202693635,0.5020285714285714,0.8814666666666666
6,3,0.24511765924297696,0.29647294664953616,0.4995428571428571,0.886
6,4,0.18530753538543715,0.32344074354685365,0.5008285714285714,0.8788
6,5,0.13185504317867622,0.3438006195933261,0.4996285714285714,0.8877333333333334
6,6,0.09974036195253276,0.4641219176352024,0.4986,0.8893333333333333
6,7,0.06988941817063415,0.519810758606392,0.505,0.8861333333333333
6,8,0.0589360552943155,0.5958654150951337,0.506,0.8906666666666667
6,9,0.0455808820148091,0.6899110201062595,0.5032857142857143,0.8886666666666667
6,10,0.037925319651017156,0.7062228079882767,0.5085714285714286,0.8877333333333334
6,11,0.029488682406180848,0.760438791967116,0.5001142857142857,0.8886666666666667
6,12,0.022949559894239885,0.8187770406368803,0.5007714285714285,0.8912
6,13,0.01856687171563,0.8858101798114961,0.4992,0.8893333333333333
6,14,0.01617861276547505,0.9464268601110002,0.49825714285714284,0.89
6,15,0.01158112502030468,1.0062891796118105,0.5008,0.8934666666666666
6,16,0.011732421443529657,0.9924904229050531,0.49657142857142855,0.8910666666666667
6,17,0.008278803755680264,1.0484480417073874,0.5039142857142858,0.8930666666666667
6,18,0.006864108903655685,1.071572615381569,0.5015142857142857,0.8913333333333333
6,19,0.0052890620373113465,1.0585177402886559,0.49705714285714286,0.892
6,20,0.003921406061428202,1.0614458723338682,0.49245714285714287,0.8921333333333333
7,1,0.4639071107414675,0.30291249615714905,0.49974285714285716,0.8750666666666667
7,2,0.2730912502065056,0.27424559011421307,0.5029428571428571,0.8888
7,3,0.1858701835615455,0.3219504915970437,0.5026,0.8805333333333333
7,4,0.11430011801566363,0.40831474554031455,0.5016285714285714,0.8865333333333333
7,5,0.07346466568822613,0.5066468227644788,0.4982,0.8906666666666667
7,6,0.04940999561536187,0.589349571179024,0.5009428571428571,0.8926666666666667
7,7,0.036095335193207595,0.5740928783874086,0.49388571428571426,0.8854666666666666
7,8,0.028045601300834878,0.6588275512586288,0.5015428571428572,0.892
7,9,0.024512075126010217,0.7480502774128988,0.5031142857142857,0.8922666666666667
7,10,0.017609552662275776,0.8503754018169971,0.4996,0.894
7,11,0.013981246215969596,0.8336190253403905,0.5044,0.8914666666666666
7,12,0.012860898822850478,0.8111653964694074,0.5007142857142857,0.8937333333333334
7,13,0.009806984012081126,0.814193023829981,0.4941714285714286,0.8948
7,14,0.008151664124606607,0.8904801191328628,0.5012,0.8962666666666667
7,15,0.004688325286132562,0.9671118018807202,0.49557142857142855,0.8974666666666666
7,16,0.004971695930625617,0.9776165702474983,0.5026857142857143,0.8945333333333333
7,17,0.002250834962535838,1.0493515303030088,0.4993142857142857,0.8945333333333333
7,18,0.001404202237609674,1.090552557741838,0.5008571428571429,0.8945333333333333
7,19,0.002272884400558125,1.0518742579408316,0.5012571428571428,0.898
7,20,0.0009749888954382733,1.0545779768427255,0.4997142857142857,0.8992
8,1,0.4959208425849513,0.33288290617947885,0.49982857142857146,0.8552
8,2,0.29300893010261725,0.29071075082459347,0.49625714285714284,0.8797333333333334
8,3,0.21930235672156434,0.3007490503185607,0.4967142857142857,0.8844
8,4,0.15054641459375565,0.3456235153640204,0.5025714285714286,0.8865333333333333
8,5,0.1069225574280876,0.4071238954016503,0.5018,0.8892
8,6,0.07539221610583645,0.567135304504847,0.49734285714285714,0.8858666666666667
8,7,0.0567372824137535,0.5637851481494355,0.5022857142857143,0.8897333333333334
8,8,0.03928149913399782,0.578314441636185,0.4986,0.8904
8,9,0.03195445980010273,0.6666552649919895,0.49842857142857144,0.8881333333333333
8,10,0.027400439259887954,0.7291174779876453,0.5004,0.8878666666666667
8,11,0.02623369341269078,0.7355661587236063,0.4994,0.8877333333333334
8,12,0.016535383247489654,0.7836147327706133,0.4944,0.8874666666666666
8,13,0.014779884566161765,0.8529726650646982,0.5029714285714286,0.8873333333333333
8,14,0.011728496031349477,0.8952847692255981,0.5003428571428571,0.8914666666666666
8,15,0.0080970616013798,0.9702308120912231,0.49734285714285714,0.8882666666666666
8,16,0.00870374870035754,1.0061631502330357,0.49657142857142855,0.8872
8,17,0.005949267332669735,1.00778417888395,0.4985428571428571,0.8886666666666667
8,18,0.0069698485291077375,0.9728532390906618,0.5004571428571428,0.8912
8,19,0.0030721026497279574,1.0032346493185578,0.4998,0.8897333333333334
8,20,0.0023630135470719383,1.024486548178782,0.4984,0.8917333333333334
9,1,0.4431856837825104,0.3100329948866621,0.4986285714285714,0.8668
9,2,0.27536577231146847,0.275197955553836,0.49651428571428574,0.8825333333333333
9,3,0.1888372307605837,0.33438443613654756,0.49917142857142854,0.8894666666666666
9,4,0.11321290482582194,0.37150770658825305,0.49897142857142857,0.8890666666666667
9,5,0.07231809930123348,0.45783101483644484,0.4998,0.8898666666666667
9,6,0.04890431851560209,0.5677684075436852,0.49865714285714285,0.8922666666666667
9,7,0.03695345180862225,0.5460404874558779,0.49874285714285715,0.8902666666666667
9,8,0.03158770313170305,0.6628987263407597,0.4964571428571429,0.8921333333333333
9,9,0.02322109760865934,0.6924719606656234,0.5007428571428572,0.894
9,10,0.01703549879722403,0.7851872752016866,0.504,0.8941333333333333
9,11,0.012106889809531321,0.7813247751534677,0.49642857142857144,0.8977333333333334
9,12,0.010944328157257176,0.8259664528790807,0.5000857142857142,0.8949333333333334
9,13,0.009446898600681562,0.8981708658896597,0.49774285714285715,0.8921333333333333
9,14,0.008543643491515937,0.8108118108073695,0.4967142857142857,0.896
9,15,0.00596372863615972,0.9576410889406148,0.49714285714285716,0.8936
9,16,0.0046393999539323496,0.9928782507497148,0.5044285714285714,0.8933333333333333
9,17,0.0037504068395335017,0.9705259778895701,0.49565714285714285,0.896
9,18,0.001964360480218156,1.0323940792844486,0.4972285714285714,0.8948
9,19,0.0017226776413089354,1.0579828767259642,0.5023142857142857,0.8946666666666667
9,20,0.0011007399948885436,1.0630941941420984,0.49965714285714286,0.8950666666666667
10,1,0.4001078467332576,0.30148433098133576,0.49465714285714285,0.8730666666666667
10,2,0.25611850846613293,0.3458074557654401,0.49774285714285715,0.868
10,3,0.17330111065365278,0.30687847542477414,0.49665714285714285,0.8870666666666667
10,4,0.10098718665444448,0.4375348950518256,0.5044285714285714,0.8868
10,5,0.06838308308489359,0.4466874687060555,0.5016,0.8885333333333333
10,6,0.04962518469774645,0.6230405198033662,0.5035714285714286,0.884
10,7,0.040476982628121515,0.5487282333211934,0.5020571428571429,0.8904
10,8,0.02931708639186849,0.6413438855257985,0.49382857142857145,0.8942666666666667
10,9,0.025249662055300676,0.7804731765534094,0.5005714285714286,0.8854666666666666
10,10,0.021238880424840928,0.6463714874609612,0.4995142857142857,0.892
10,11,0.014886296794368134,0.8920497195113406,0.5022571428571428,0.8833333333333333
10,12,0.01412180859366657,0.933638205727348,0.49934285714285714,0.8834666666666666
10,13,0.007880367595982029,0.8984010709370001,0.49725714285714284,0.8922666666666667
10,14,0.006311430869953844,0.913682565118131,0.5009428571428571,0.8945333333333333
10,15,0.0064690511838629994,0.9269439426286129,0.4968,0.8914666666666666
10,16,0.0029823557480352448,1.0062683163109196,0.49674285714285715,0.8948
10,17,0.0018017070995324045,1.0427408546484627,0.49814285714285716,0.8958666666666667
10,18,0.0020072038631337775,1.1245016808727115,0.5004285714285714,0.8924
10,19,0.000899689133119994,1.1157466133657035,0.4985142857142857,0.8958666666666667
10,20,0.00047523050717125783,1.126033644345113,0.5019428571428571,0.8961333333333333
11,1,0.4403144503574158,0.31131406439111586,0.4986,0.8665333333333334
11,2,0.27345966569520874,0.2871318391187394,0.49725714285714284,0.8850666666666667
11,3,0.18882646281238122,0.3282026247577147,0.49585714285714283,0.882
11,4,0.11150770880523694,0.4259211068259592,0.4999142857142857,0.8914666666666666
11,5,0.07200644490527418,0.46032031224446096,0.5030285714285714,0.8901333333333333
11,6,0.05067003352328764,0.5722522542777253,0.4998,0.8898666666666667
11,7,0.03986442348817865,0.5864076577602548,0.5042571428571428,0.8912
11,8,0.032751460683157915,0.5857367021264508,0.4992285714285714,0.8916
11,9,0.02340418424633318,0.665495449589179,0.5027714285714285,0.8912
11,10,0.016936016210155447,0.7526415550377235,0.4962857142857143,0.8897333333333334
11,11,0.015912620272112883,0.810992923553815,0.49714285714285716,0.8914666666666666
11,12,0.011209761691210674,0.8482569395114007,0.4994,0.8898666666666667
11,13,0.011967791366030465,0.7878670982429925,0.5007714285714285,0.8944
11,14,0.005915495467519713,0.9850582017714375,0.5018,0.8865333333333333
11,15,0.00581228469474802,1.0015560245730508,0.4995428571428571,0.8928
11,16,0.004576112879664868,0.9517087255789677,0.5018285714285714,0.8950666666666667
11,17,0.003559282184120098,0.9591207973520892,0.4983142857142857,0.8992
11,18,0.0029653504996498574,1.0015812244786948,0.5025714285714286,0.8977333333333334
11,19,0.0019350954497654262,1.012526854617269,0.49911428571428573,0.8984
11,20,0.0009962634225131933,1.020584988480707,0.5020571428571429,0.8988
12,1,0.46645174268803385,0.3032155396139368,0.5014857142857143,0.8701333333333333
12,2,0.2748479588192222,0.2931187948647966,0.5048571428571429,0.8884
12,3,0.19397313972097402,0.29861187640022724,0.5005714285714286,0.8922666666666667
12,4,0.11439459245750712,0.4545016992837191,0.4963714285714286,0.8801333333333333
12,5,0.07037834529730898,0.4973385366294137,0.5007142857142857,0.89
12,6,0.052384121511093215,0.5983800291420615,0.49502857142857143,0.8868
12,7,0.036828313495430046,0.6096274844613521,0.49802857142857143,0.8905333333333333
12,8,0.0313154521239798,0.6023237841441593,0.5016,0.8910666666666667
12,9,0.026742132904753024,0.7621371613982619,0.4997714285714286,0.8905333333333333
12,10,0.019125591341574877,0.7886672290220381,0.4976285714285714,0.8888
12,11,0.012946886903960921,0.8396562774130638,0.5016571428571429,0.8945333333333333
12,12,0.010224651210676094,0.937618998380036,0.49902857142857143,0.8918666666666667
12,13,0.009049256692951348,0.8520935096608306,0.5008857142857143,0.8906666666666667
12,14,0.007633804438175047,0.9199566235184667,0.4969142857142857,0.8962666666666667
12,15,0.005772087878871417,1.0294987696373976,0.5017714285714285,0.8949333333333334
12,16,0.004107786740458363,1.0262395873529424,0.49811428571428573,0.8936
12,17,0.002477746519800566,1.0934959652035008,0.49985714285714283,0.8928
12,18,0.0020126054843444554,1.0907601148816886,0.498,0.8942666666666667
12,19,0.003072489267852253,1.060328805641123,0.5002571428571428,0.8969333333333334
12,20,0.001411782472670978,1.0625802486249036,0.5026857142857143,0.8978666666666667
13,1,0.4767383766757287,0.30137505353765287,0.49957142857142856,0.8742666666666666
13,2,0.28197934204402636,0.27033676333883977,0.4986285714285714,0.8850666666666667
13,3,0.2119460174749168,0.29851261144305796,0.498,0.8876
13,4,0.14559514485333638,0.32763390147147026,0.5034857142857143,0.8872
13,5,0.08714163279815507,0.44219270496173424,0.5020285714285714,0.8912
13,6,0.060715148383236474,0.5794753944451743,0.5028857142857143,0.8864
13,7,0.04721102839532875,0.6613361908652958,0.5018857142857143,0.8874666666666666
13,8,0.03857582204306811,0.7225267937619912,0.4958,0.8852
13,9,0.03072984594911004,0.6834267092507055,0.5004,0.8868
13,10,0.025492060728287424,0.7853697050977722,0.5001142857142857,0.8849333333333333
13,11,0.019451112674218583,0.8362647405954355,0.4957142857142857,0.8825333333333333
13,12,0.017514435846500906,0.8727552750060722,0.5047428571428572,0.888
13,13,0.014106076471577649,0.9668777536784972,0.5017142857142857,0.8833333333333333
13,14,0.012341149579533455,0.941902396130853,0.4972,0.8901333333333333
13,15,0.009916735811771313,0.9811576567266843,0.5019714285714286,0.8914666666666666
13,16,0.010920268856370027,0.8199995780582886,0.49911428571428573,0.894
13,17,0.008269412831976528,0.8877347468870984,0.49505714285714286,0.8917333333333334
13,18,0.007641102066557255,1.0081628040622703,0.5051714285714286,0.8892
13,19,0.005789030715699386,1.0153158876039905,0.5000285714285714,0.8904
13,20,0.00676583178169966,1.0566188364856064,0.5005714285714286,0.8924
13,21,0.004697796178616604,1.2077070812455435,0.5003142857142857,0.8881333333333333
13,22,0.004236080155646814,1.1046762356489357,0.5024,0.8924
13,23,0.003404572799315126,1.041571980763665,0.5020285714285714,0.8917333333333334
13,24,0.002306901214897431,1.0562895079770007,0.4999142857142857,0.8962666666666667
13,25,0.002289053040706473,1.1269575703584422,0.5023142857142857,0.8921333333333333
13,26,0.002637047619511104,1.1074192795307334,0.5018285714285714,0.8928
13,27,0.0016238560493728863,1.10964507529047,0.5002,0.8962666666666667
13,28,0.0006187872954279024,1.1731180833150894,0.5016571428571429,0.8953333333333333
13,29,5.01682893493416e-05,1.1882995216306687,0.5002,0.8958666666666667
13,30,0.0004617512148362346,1.2004615251160513,0.4992857142857143,0.8952
14,1,0.5192234627834403,0.34730869246290086,0.49714285714285716,0.8562666666666666
14,2,0.30942608089862184,0.2948196629577495,0.4988,0.8758666666666667
14,3,0.24583221894690607,0.2972261350364127,0.5007714285714285,0.8877333333333334
14,4,0.1866636902376519,0.3144577070595102,0.5014857142857143,0.8873333333333333
14,5,0.13462480164849808,0.36407319700860596,0.4988,0.8868
14,6,0.10412120615098952,0.5195057072934318,0.5043714285714286,0.8778666666666667
14,7,0.08374100482585912,0.45461892969113715,0.4976857142857143,0.8852
14,8,0.06256858459026833,0.5300831837084223,0.5006571428571429,0.8885333333333333
14,9,0.048464700104830484,0.5719174954525017,0.5010285714285714,0.8914666666666666
14,10,0.04172999470795197,0.578147295234289,0.4968,0.8917333333333334
14,11,0.034144939024789774,0.6399345115201172,0.4986,0.8894666666666666
14,12,0.02955602687854889,0.8540195907443512,0.5006857142857143,0.886
14,13,0.024141186171823266,0.8047541135529482,0.5016857142857143,0.8916
14,14,0.021594698949001706,0.773510620458438,0.5015142857142857,0.8933333333333333
14,15,0.02058049206905847,0.8092816413946802,0.5008857142857143,0.8941333333333333
14,16,0.020206061830079388,0.8386198458888758,0.5016,0.8898666666666667
14,17,0.01638308961483658,0.8341419548234354,0.4994,0.8912
14,18,0.01724933164045006,0.6878890581608581,0.4998,0.8928
14,19,0.012520277795106043,0.9029378471942494,0.5009714285714286,0.8882666666666666
14,20,0.010117821023992056,1.035227167940738,0.49794285714285713,0.888
14,21,0.013156873036555383,0.9348090952668497,0.49985714285714283,0.8926666666666667
14,22,0.011840329612054763,0.9617546168786035,0.49974285714285716,0.8942666666666667
14,23,0.00995956805457512,0.9528796665005118,0.4993142857142857,0.8874666666666666
14,24,0.009440869518749204,0.8189156450177487,0.4954857142857143,0.8926666666666667
14,25,0.007680989047969589,0.9112800556883349,0.5014285714285714,0.8908
14,26,0.008155593264849841,0.9409075774691295,0.49551428571428574,0.8936
14,27,0.007410007026620708,0.9761088741667295,0.4996,0.8950666666666667
14,28,0.005540777585748386,1.1149813217516218,0.5027142857142857,0.8886666666666667
14,29,0.004784391707129061,1.0682652324777548,0.5020857142857142,0.8949333333333334
14,30,0.006852461545522666,0.887472095127657,0.4999142857142857,0.8961333333333333
14,31,0.006085207148166574,0.9381266829936067,0.4996857142857143,0.894
14,32,0.005023647482286132,1.0348011571373157,0.49557142857142855,0.8958666666666667
14,33,0.0034482984219219477,1.148944030400806,0.4996,0.8925333333333333
14,34,0.004347012125684856,1.0186156243973334,0.49994285714285713,0.8965333333333333
14,35,0.0038260667111217066,1.137569595540017,0.4974857142857143,0.8944
14,36,0.0036689827373302137,1.0523303297471316,0.4989142857142857,0.8908
14,37,0.0030021350327753024,1.0748037526855758,0.4995428571428571,0.896
14,38,0.0021265422047597447,1.0736071862207222,0.4995142857142857,0.894
14,39,0.0038641843824902453,1.1142538911274043,0.5006285714285714,0.8918666666666667
14,40,0.0022363156727001534,1.1545979682091176,0.5018571428571429,0.8974666666666666
14,41,0.001675228214188183,1.2219497262933368,0.5021428571428571,0.8981333333333333
14,42,0.0015978728849564766,1.2404048631409403,0.49685714285714283,0.8956
14,43,0.0016738289861302027,1.131061229481194,0.4963142857142857,0.896
14,44,0.0010617207336080115,1.277051285940977,0.5028857142857143,0.8948
14,45,0.0017441585147472372,1.274782224776394,0.5029142857142858,0.8942666666666667
14,46,0.0017582158574613886,1.1951576073419279,0.5026857142857143,0.8952
14,47,0.0010592665518822243,1.1784385839886817,0.5068,0.8972
14,48,0.0008570838558324734,1.1662260557051458,0.4998,0.8966666666666666
14,49,0.0006461984532934827,1.2265068521103228,0.4987142857142857,0.8984
14,50,0.0014758197993812734,1.1490944259643743,0.5002285714285715,0.8984
14,51,0.0001377519744219104,1.229377221793279,0.5089428571428571,0.8976
14,52,0.0010398575624102496,1.1793718879648976,0.5036571428571428,0.8974666666666666
14,53,0.000902565696491099,1.1378494297893453,0.5012285714285715,0.8984
14,54,0.0002803803338074426,1.204871089707257,0.4997714285714286,0.8989333333333334
14,55,0.00032911675780315417,1.2740834282911897,0.5009714285714286,0.8969333333333334
14,56,0.0004928575149422174,1.247312684907161,0.5033428571428571,0.8997333333333334
14,57,0.00013158218460108617,1.268291060829442,0.49682857142857145,0.8986666666666666
14,58,0.0002316174550061024,1.3251525158318176,0.5044,0.8968
14,59,0.0003295135489878872,1.2879876451032988,0.5004571428571428,0.8998666666666667
14,60,0.00015083987571721914,1.2850939058668862,0.49602857142857143,0.8988
15,1,0.593314866921856,0.3907114924716034,0.49974285714285716,0.8382666666666667
15,2,0.33580480108013755,0.3004035504499097,0.49994285714285713,0.8728
15,3,0.2705486328902925,0.2877782395661576,0.5004857142857143,0.8789333333333333
15,4,0.22107626057069893,0.29915051992688735,0.5019142857142858,0.8845333333333333
15,5,0.16848692893760595,0.34654125470374186,0.5013142857142857,0.8768
15,6,0.11861234621299768,0.34865429446792234,0.5013142857142857,0.8912
15,7,0.08590778792374879,0.3949116969055165,0.502,0.8870666666666667
15,8,0.0683568017876501,0.5129431674682867,0.5002,0.8834666666666666
15,9,0.06650986296761742,0.5367604723395799,0.49497142857142856,0.8813333333333333
15,10,0.04727184372523951,0.5887229844321137,0.5012285714285715,0.8878666666666667
15,11,0.039896245932964064,0.6030763388458225,0.49942857142857144,0.8829333333333333
15,12,0.03540812097063652,0.640437994046876,0.5048,0.8906666666666667
15,13,0.026922307095303747,0.669294101254047,0.5043714285714286,0.8877333333333334
15,14,0.02446138730394799,0.6968519916095938,0.49834285714285714,0.8856
15,15,0.020663301147992762,0.6761596449034307,0.5032,0.8904
15,16,0.017425102376663806,0.7155776479661449,0.49997142857142857,0.8885333333333333
15,17,0.017136248612402663,0.7606411418909547,0.5018,0.8924
15,18,0.01563200626270527,0.7695122925909099,0.5039142857142858,0.8916
15,19,0.013268370463282083,0.8947320677928965,0.5050285714285714,0.8910666666666667
15,20,0.012967611598832259,0.7661435821546101,0.4975428571428571,0.8932
16,1,0.47635735781144833,0.30886792454679135,0.49725714285714284,0.8688
16,2,0.2820632909807688,0.27408457698963457,0.5006857142857143,0.8830666666666667
16,3,0.19744730688345496,0.28539791614827464,0.5026285714285714,0.8886666666666667
16,4,0.11687560788640101,0.33483278448298825,0.49611428571428573,0.8922666666666667
16,5,0.07229182674546115,0.4371503779538355,0.5018571428571429,0.8845333333333333
16,6,0.05078088830291571,0.436206691093364,0.4984571428571429,0.8901333333333333
16,7,0.03874306913790458,0.5426590189464011,0.5015142857142857,0.8921333333333333
16,8,0.03114633594590224,0.566408818366669,0.5023714285714286,0.8853333333333333
16,9,0.02354113976096554,0.6220777324574479,0.5012857142857143,0.8862666666666666
16,10,0.017810463066803634,0.6094907094740262,0.5001142857142857,0.892
16,11,0.01703948616120416,0.6301246356155913,0.5009142857142858,0.892
16,12,0.012577859425284752,0.6644820675127587,0.5002571428571428,0.8928
16,13,0.007708053592135116,0.7717489845738983,0.502,0.8944
16,14,0.006372708883748915,0.8087107362334175,0.5017428571428572,0.8933333333333333
16,15,0.006118900620555358,0.8835481847241774,0.5017142857142857,0.8876
16,16,0.0038130466269562873,0.8529573860815016,0.5000571428571429,0.8942666666666667
16,17,0.002889432423408141,0.9096068328214904,0.49997142857142857,0.8929333333333334
16,18,0.0025678737499803613,0.9246062523215788,0.5031428571428571,0.8922666666666667
16,19,0.0018198162954979767,0.9376287685590796,0.5035142857142857,0.8944
16,20,0.0008069321194280852,0.9397488115878255,0.4970857142857143,0.894
17,1,0.426585164568106,0.3064881295441313,0.4986857142857143,0.8665333333333334
